"","Species/Category Name","Species/Category Code","Qualifier","Transect","Sample","Height"
"1","Bouteloua repens","BORE2",NA,1,1,17
"2","Bouteloua repens","BORE2",NA,1,1,37
"3","Bouteloua repens","BORE2",NA,1,1,8
"4","Bouteloua repens","BORE2",NA,1,1,35
"5","Bouteloua repens","BORE2",NA,1,2,3
"6","Bouteloua repens","BORE2",NA,1,2,1
"7","Bouteloua repens","BORE2",NA,1,2,2
"8","Bouteloua repens","BORE2",NA,1,2,1
"9","Bouteloua repens","BORE2",NA,1,3,32
"10","Bouteloua repens","BORE2",NA,1,3,23
"11","Bouteloua repens","BORE2",NA,1,3,31
"12","Bouteloua repens","BORE2",NA,1,3,32
"13","Eragrostis lehmanniana","ERLE",NA,1,4,56
"14","Eragrostis lehmanniana","ERLE",NA,1,4,24
"15","Eragrostis lehmanniana","ERLE",NA,1,4,34
"16","Eragrostis lehmanniana","ERLE",NA,1,4,36
"17","Eragrostis lehmanniana","ERLE",NA,1,5,37
"18","Eragrostis lehmanniana","ERLE",NA,1,5,57
"19","Eragrostis lehmanniana","ERLE",NA,1,5,43
"20","Eragrostis lehmanniana","ERLE",NA,1,5,56
"21","Eragrostis lehmanniana","ERLE",NA,1,6,66
"22","Eragrostis lehmanniana","ERLE",NA,1,6,60
"23","Eragrostis lehmanniana","ERLE",NA,1,6,70
"24","Eragrostis lehmanniana","ERLE",NA,1,6,56
"25","Eragrostis lehmanniana","ERLE",NA,1,7,62
"26","Eragrostis lehmanniana","ERLE",NA,1,7,64
"27","Eragrostis lehmanniana","ERLE",NA,1,7,63
"28","Eragrostis lehmanniana","ERLE",NA,1,7,56
"29","Eragrostis lehmanniana","ERLE",NA,1,8,61
"30","Eragrostis lehmanniana","ERLE",NA,1,8,69
"31","Eragrostis lehmanniana","ERLE",NA,1,8,66
"32","Eragrostis lehmanniana","ERLE",NA,1,8,51
"33","Eragrostis lehmanniana","ERLE",NA,1,9,72
"34","Eragrostis lehmanniana","ERLE",NA,1,9,66.5
"35","Eragrostis lehmanniana","ERLE",NA,1,9,70
"36","Eragrostis lehmanniana","ERLE",NA,1,9,63
"37","Eragrostis lehmanniana","ERLE",NA,1,10,65
"38","Eragrostis lehmanniana","ERLE",NA,1,10,34
"39","Eragrostis lehmanniana","ERLE",NA,1,10,57
"40","Eragrostis lehmanniana","ERLE",NA,1,10,56
"41","Eragrostis lehmanniana","ERLE",NA,1,11,70.5
"42","Eragrostis lehmanniana","ERLE",NA,1,11,68.5
"43","Eragrostis lehmanniana","ERLE",NA,1,11,74
"44","Eragrostis lehmanniana","ERLE",NA,1,11,52
"45","Aristida","ARIST",NA,1,12,22
"46","Aristida","ARIST",NA,1,12,29
"47","Aristida","ARIST",NA,1,12,30
"48","Aristida","ARIST",NA,1,12,27
"49","Eragrostis lehmanniana","ERLE",NA,1,13,52
"50","Eragrostis lehmanniana","ERLE",NA,1,13,67
"51","Eragrostis lehmanniana","ERLE",NA,1,13,58
"52","Eragrostis lehmanniana","ERLE",NA,1,13,44
"53","Eragrostis lehmanniana","ERLE",NA,1,14,53
"54","Eragrostis lehmanniana","ERLE",NA,1,14,60.5
"55","Eragrostis lehmanniana","ERLE",NA,1,14,47
"56","Eragrostis lehmanniana","ERLE",NA,1,14,51
"57","Eragrostis lehmanniana","ERLE",NA,1,15,71
"58","Eragrostis lehmanniana","ERLE",NA,1,15,64
"59","Eragrostis lehmanniana","ERLE",NA,1,15,61
"60","Eragrostis lehmanniana","ERLE",NA,1,15,67.5
"61","Bouteloua repens","BORE2",NA,1,16,36
"62","Bouteloua repens","BORE2",NA,1,16,22
"63","Bouteloua repens","BORE2",NA,1,16,47
"64","Bouteloua repens","BORE2",NA,1,16,48
"65","Aristida","ARIST",NA,1,17,30
"66","Aristida","ARIST",NA,1,17,24
"67","Aristida","ARIST",NA,1,17,27
"68","Aristida","ARIST",NA,1,17,33
"69","Bouteloua repens","BORE2",NA,1,18,39
"70","Bouteloua repens","BORE2",NA,1,18,33
"71","Bouteloua repens","BORE2",NA,1,18,35
"72","Bouteloua repens","BORE2",NA,1,18,27
"73","Eragrostis lehmanniana","ERLE",NA,1,19,56
"74","Eragrostis lehmanniana","ERLE",NA,1,19,62
"75","Eragrostis lehmanniana","ERLE",NA,1,19,67
"76","Eragrostis lehmanniana","ERLE",NA,1,19,57
"77","Eragrostis lehmanniana","ERLE",NA,1,20,5
"78","Eragrostis lehmanniana","ERLE",NA,1,20,3
"79","Eragrostis lehmanniana","ERLE",NA,1,20,2
"80","Eragrostis lehmanniana","ERLE",NA,1,20,5.5
"81","Setaria macrostachya","SEMA5",NA,1,21,43.5
"82","Setaria macrostachya","SEMA5",NA,1,21,12
"83","Setaria macrostachya","SEMA5",NA,1,21,9
"84","Setaria macrostachya","SEMA5",NA,1,21,35.5
"85","Setaria macrostachya","SEMA5",NA,1,22,20
"86","Setaria macrostachya","SEMA5",NA,1,22,39.5
"87","Setaria macrostachya","SEMA5",NA,1,22,28.5
"88","Setaria macrostachya","SEMA5",NA,1,22,24
"89","Setaria macrostachya","SEMA5",NA,1,23,20
"90","Setaria macrostachya","SEMA5",NA,1,23,40.5
"91","Setaria macrostachya","SEMA5",NA,1,23,27
"92","Setaria macrostachya","SEMA5",NA,1,23,24
"93","Bouteloua repens","BORE2",NA,1,24,19
"94","Bouteloua repens","BORE2",NA,1,24,22
"95","Bouteloua repens","BORE2",NA,1,24,12
"96","Bouteloua repens","BORE2",NA,1,24,14
"97","Eragrostis lehmanniana","ERLE",NA,1,25,15
"98","Eragrostis lehmanniana","ERLE",NA,1,25,50
"99","Eragrostis lehmanniana","ERLE",NA,1,25,76
"100","Eragrostis lehmanniana","ERLE",NA,1,25,66
"101","Eragrostis lehmanniana","ERLE",NA,1,26,63
"102","Eragrostis lehmanniana","ERLE",NA,1,26,56
"103","Eragrostis lehmanniana","ERLE",NA,1,26,49
"104","Eragrostis lehmanniana","ERLE",NA,1,26,63
"105","Bouteloua repens","BORE2",NA,1,27,11
