"","X","Species.Category.Name","Species.Category.Code","Qualifier","Transect","Sample","Height"
"127",127,"Aristida","ARIST",NA,1,32,15.24
"128",128,"Aristida","ARIST",NA,1,32,16.51
"129",129,"Aristida","ARIST",NA,1,32,15.24
"130",130,"Eragrostis lehmanniana","ERLE",NA,1,33,6.35
"131",131,"Eragrostis lehmanniana","ERLE",NA,1,33,2.54
"132",132,"Eragrostis lehmanniana","ERLE",NA,1,33,7.62
"133",133,"Eragrostis lehmanniana","ERLE",NA,1,33,2.54
"134",134,"Eragrostis lehmanniana","ERLE",NA,1,34,6.35
"135",135,"Eragrostis lehmanniana","ERLE",NA,1,34,2.54
"136",136,"Eragrostis lehmanniana","ERLE",NA,1,34,7.62
"137",137,"Eragrostis lehmanniana","ERLE",NA,1,34,2.54
"138",138,"Eragrostis lehmanniana","ERLE",NA,1,35,55.88
"139",139,"Eragrostis lehmanniana","ERLE",NA,1,35,52.07
"140",140,"Eragrostis lehmanniana","ERLE",NA,1,35,43.18
"141",141,"Eragrostis lehmanniana","ERLE",NA,1,35,34.29
"142",142,"Eragrostis lehmanniana","ERLE",NA,1,36,6.35
"143",143,"Eragrostis lehmanniana","ERLE",NA,1,36,7.62
"144",144,"Eragrostis lehmanniana","ERLE",NA,1,36,10.16
"145",145,"Eragrostis lehmanniana","ERLE",NA,1,36,13.97
"146",146,"Eragrostis lehmanniana","ERLE",NA,1,37,16.51
"147",147,"Eragrostis lehmanniana","ERLE",NA,1,37,12.7
"148",148,"Eragrostis lehmanniana","ERLE",NA,1,37,20.32
"149",149,"Eragrostis lehmanniana","ERLE",NA,1,37,16.51
"150",150,"Bouteloua repens","BORE2",NA,1,38,2.54
"151",151,"Bouteloua repens","BORE2",NA,1,38,2.54
"152",152,"Bouteloua repens","BORE2",NA,1,38,1.27
"153",153,"Bouteloua repens","BORE2",NA,1,38,2.54
"154",154,"Bouteloua repens","BORE2",NA,1,39,12.7
"155",155,"Bouteloua repens","BORE2",NA,1,39,7.62
"156",156,"Bouteloua repens","BORE2",NA,1,39,6.35
"157",157,"Bouteloua repens","BORE2",NA,1,39,3.81
"158",158,"Bouteloua repens","BORE2",NA,1,40,3.81
"159",159,"Bouteloua repens","BORE2",NA,1,40,2.54
"160",160,"Bouteloua repens","BORE2",NA,1,40,2.54
"161",161,"Bouteloua repens","BORE2",NA,1,40,6.35
"162",162,"Bouteloua repens","BORE2",NA,1,41,8.89
"163",163,"Bouteloua repens","BORE2",NA,1,41,6.35
"164",164,"Bouteloua repens","BORE2",NA,1,41,7.62
"165",165,"Bouteloua repens","BORE2",NA,1,41,2.54
"166",166,"Aristida","ARIST",NA,1,42,35.56
"167",167,"Aristida","ARIST",NA,1,42,17.78
"168",168,"Aristida","ARIST",NA,1,42,25.4
"169",169,"Aristida","ARIST",NA,1,42,22.86
"170",170,"Bouteloua repens","BORE2",NA,1,43,15.24
"171",171,"Bouteloua repens","BORE2",NA,1,43,20.32
"172",172,"Bouteloua repens","BORE2",NA,1,43,10.16
"173",173,"Bouteloua repens","BORE2",NA,1,43,7.62
"174",174,"Bouteloua repens","BORE2",NA,1,44,5.08
"175",175,"Bouteloua repens","BORE2",NA,1,44,5.08
"176",176,"Bouteloua repens","BORE2",NA,1,44,2.54
"177",177,"Bouteloua repens","BORE2",NA,1,44,2.54
"178",178,"Bouteloua repens","BORE2",NA,1,45,7.62
"179",179,"Bouteloua repens","BORE2",NA,1,45,6.35
"180",180,"Bouteloua repens","BORE2",NA,1,45,2.54
"181",181,"Bouteloua repens","BORE2",NA,1,45,2.54
"182",182,"Eragrostis lehmanniana","ERLE",NA,1,46,52.07
"183",183,"Eragrostis lehmanniana","ERLE",NA,1,46,45.72
"184",184,"Eragrostis lehmanniana","ERLE",NA,1,46,43.18
"185",185,"Eragrostis lehmanniana","ERLE",NA,1,46,46.99
"186",186,"Eragrostis lehmanniana","ERLE",NA,1,47,29.21
"187",187,"Eragrostis lehmanniana","ERLE",NA,1,47,13.97
"188",188,"Eragrostis lehmanniana","ERLE",NA,1,47,22.86
"189",189,"Eragrostis lehmanniana","ERLE",NA,1,47,20.32
"190",190,"Bouteloua repens","BORE2",NA,1,48,15.24
"191",191,"Bouteloua repens","BORE2",NA,1,48,10.16
"192",192,"Bouteloua repens","BORE2",NA,1,48,7.62
"193",193,"Bouteloua repens","BORE2",NA,1,48,7.62
"194",194,"Bouteloua repens","BORE2",NA,1,49,2.54
"195",195,"Bouteloua repens","BORE2",NA,1,49,5.08
"196",196,"Bouteloua repens","BORE2",NA,1,49,3.81
"197",197,"Bouteloua repens","BORE2",NA,1,49,2.54
"198",198,"Bouteloua repens","BORE2",NA,1,50,5.08
"199",199,"Bouteloua repens","BORE2",NA,1,50,3.81
"200",200,"Bouteloua repens","BORE2",NA,1,50,2.54
"201",201,"Bouteloua repens","BORE2",NA,1,50,5.08
"202",202,"Bouteloua repens","BORE2",NA,1,51,3.81
"203",203,"Bouteloua repens","BORE2",NA,1,51,1.27
"204",204,"Bouteloua repens","BORE2",NA,1,51,1.27
"205",205,"Bouteloua repens","BORE2",NA,1,51,2.54
"206",206,"Bouteloua repens","BORE2",NA,1,52,7.62
"207",207,"Bouteloua repens","BORE2",NA,1,52,7.62
"208",208,"Bouteloua repens","BORE2",NA,1,52,7.62
"209",209,"Bouteloua repens","BORE2",NA,1,52,5.08
"210",210,"Bouteloua repens","BORE2",NA,1,53,2.54
"211",211,"Bouteloua repens","BORE2",NA,1,53,2.54
"212",212,"Bouteloua repens","BORE2",NA,1,53,1.27
"213",213,"Bouteloua repens","BORE2",NA,1,53,2.54
"214",214,"Bouteloua repens","BORE2",NA,1,54,2.54
"215",215,"Bouteloua repens","BORE2",NA,1,54,2.54
"216",216,"Bouteloua repens","BORE2",NA,1,54,2.54
"217",217,"Bouteloua repens","BORE2",NA,1,54,1.27
"218",218,"Bouteloua repens","BORE2",NA,1,55,13.97
"219",219,"Bouteloua repens","BORE2",NA,1,55,11.43
"220",220,"Bouteloua repens","BORE2",NA,1,55,12.7
"221",221,"Bouteloua repens","BORE2",NA,1,55,10.16
"222",222,"Bouteloua repens","BORE2",NA,1,56,15.24
"223",223,"Bouteloua repens","BORE2",NA,1,56,8.89
"224",224,"Bouteloua repens","BORE2",NA,1,56,5.08
"225",225,"Bouteloua repens","BORE2",NA,1,56,5.08
"226",226,"Eragrostis lehmanniana","ERLE",NA,1,57,29.21
"227",227,"Eragrostis lehmanniana","ERLE",NA,1,57,19.05
"228",228,"Eragrostis lehmanniana","ERLE",NA,1,57,20.32
"229",229,"Eragrostis lehmanniana","ERLE",NA,1,57,21.59
"230",230,"Eragrostis lehmanniana","ERLE",NA,1,58,12.7
"231",231,"Eragrostis lehmanniana","ERLE",NA,1,58,7.62
"232",232,"Eragrostis lehmanniana","ERLE",NA,1,58,7.62
"233",233,"Eragrostis lehmanniana","ERLE",NA,1,58,19.05
"234",234,"Eragrostis lehmanniana","ERLE",NA,1,59,17.78
"235",235,"Eragrostis lehmanniana","ERLE",NA,1,59,17.78
"236",236,"Eragrostis lehmanniana","ERLE",NA,1,59,15.24
"237",237,"Eragrostis lehmanniana","ERLE",NA,1,59,63.5
"238",238,"Eragrostis lehmanniana","ERLE",NA,1,60,43.18
"239",239,"Eragrostis lehmanniana","ERLE",NA,1,60,45.72
"240",240,"Eragrostis lehmanniana","ERLE",NA,1,60,40.64
"241",241,"Eragrostis lehmanniana","ERLE",NA,1,60,17.78
"242",242,"Bouteloua eriopoda","BOER4",NA,1,61,20.32
"243",243,"Bouteloua eriopoda","BOER4",NA,1,61,15.24
"244",244,"Bouteloua eriopoda","BOER4",NA,1,61,27.94
"245",245,"Bouteloua eriopoda","BOER4",NA,1,61,20.32
"246",246,"Eragrostis lehmanniana","ERLE",NA,1,62,11.43
"247",247,"Eragrostis lehmanniana","ERLE",NA,1,62,12.7
"248",248,"Eragrostis lehmanniana","ERLE",NA,1,62,24.13
"249",249,"Eragrostis lehmanniana","ERLE",NA,1,62,8.89
"250",250,"Eragrostis lehmanniana","ERLE",NA,1,63,5.08
"251",251,"Eragrostis lehmanniana","ERLE",NA,1,63,3.81
"252",252,"Eragrostis lehmanniana","ERLE",NA,1,63,6.35
"253",253,"Eragrostis lehmanniana","ERLE",NA,1,63,5.08
"254",254,"Eragrostis lehmanniana","ERLE",NA,1,64,7.62
"255",255,"Eragrostis lehmanniana","ERLE",NA,1,64,6.35
"256",256,"Eragrostis lehmanniana","ERLE",NA,1,64,10.16
"257",257,"Eragrostis lehmanniana","ERLE",NA,1,64,10.16
"258",258,"Eragrostis lehmanniana","ERLE",NA,1,65,6.35
"259",259,"Eragrostis lehmanniana","ERLE",NA,1,65,8.89
"260",260,"Eragrostis lehmanniana","ERLE",NA,1,65,22.86
"261",261,"Eragrostis lehmanniana","ERLE",NA,1,65,8.89
"262",262,"Eragrostis lehmanniana","ERLE",NA,1,66,5.08
"263",263,"Eragrostis lehmanniana","ERLE",NA,1,66,3.81
"264",264,"Eragrostis lehmanniana","ERLE",NA,1,66,6.35
"265",265,"Eragrostis lehmanniana","ERLE",NA,1,66,2.54
"266",266,"Eragrostis lehmanniana","ERLE",NA,1,67,3.81
"267",267,"Eragrostis lehmanniana","ERLE",NA,1,67,5.08
"268",268,"Eragrostis lehmanniana","ERLE",NA,1,67,5.08
"269",269,"Eragrostis lehmanniana","ERLE",NA,1,67,5.08
"270",270,"Eragrostis lehmanniana","ERLE",NA,1,68,72.39
"271",271,"Eragrostis lehmanniana","ERLE",NA,1,68,49.53
"272",272,"Eragrostis lehmanniana","ERLE",NA,1,68,58.42
"273",273,"Eragrostis lehmanniana","ERLE",NA,1,68,53.34
"274",274,"Eragrostis lehmanniana","ERLE",NA,1,69,52.07
"275",275,"Eragrostis lehmanniana","ERLE",NA,1,69,40.64
"276",276,"Eragrostis lehmanniana","ERLE",NA,1,69,40.64
"277",277,"Eragrostis lehmanniana","ERLE",NA,1,69,15.24
"278",278,"Eragrostis lehmanniana","ERLE",NA,1,70,31.75
"279",279,"Eragrostis lehmanniana","ERLE",NA,1,70,48.26
"280",280,"Eragrostis lehmanniana","ERLE",NA,1,70,26.67
"281",281,"Eragrostis lehmanniana","ERLE",NA,1,70,49.53
"282",282,"Eragrostis lehmanniana","ERLE",NA,1,71,55.88
"283",283,"Eragrostis lehmanniana","ERLE",NA,1,71,63.5
"284",284,"Eragrostis lehmanniana","ERLE",NA,1,71,53.34
"285",285,"Eragrostis lehmanniana","ERLE",NA,1,71,40.64
"286",286,"Digitaria californica","DICA8",NA,1,72,1.27
"287",287,"Digitaria californica","DICA8",NA,1,72,1.27
"288",288,"Digitaria californica","DICA8",NA,1,72,5.08
"289",289,"Digitaria californica","DICA8",NA,1,72,2.54
"290",290,"Eragrostis lehmanniana","ERLE",NA,1,73,48.26
"291",291,"Eragrostis lehmanniana","ERLE",NA,1,73,48.26
"292",292,"Eragrostis lehmanniana","ERLE",NA,1,73,53.34
"293",293,"Eragrostis lehmanniana","ERLE",NA,1,73,58.42
"294",294,"Eragrostis lehmanniana","ERLE",NA,1,74,60.96
"295",295,"Eragrostis lehmanniana","ERLE",NA,1,74,48.26
"296",296,"Eragrostis lehmanniana","ERLE",NA,1,74,55.88
"297",297,"Eragrostis lehmanniana","ERLE",NA,1,74,53.34
"298",298,"Eragrostis lehmanniana","ERLE",NA,1,75,45.72
"299",299,"Eragrostis lehmanniana","ERLE",NA,1,75,55.88
"300",300,"Eragrostis lehmanniana","ERLE",NA,1,75,53.34
"301",301,"Eragrostis lehmanniana","ERLE",NA,1,75,52.07
"302",302,"Eragrostis lehmanniana","ERLE",NA,1,76,54.61
"303",303,"Eragrostis lehmanniana","ERLE",NA,1,76,52.07
"304",304,"Eragrostis lehmanniana","ERLE",NA,1,76,55.88
"305",305,"Eragrostis lehmanniana","ERLE",NA,1,76,58.42
"306",306,"Eragrostis lehmanniana","ERLE",NA,1,77,45.72
"307",307,"Eragrostis lehmanniana","ERLE",NA,1,77,48.26
"308",308,"Eragrostis lehmanniana","ERLE",NA,1,77,53.34
"309",309,"Eragrostis lehmanniana","ERLE",NA,1,77,54.61
"310",310,"Eragrostis lehmanniana","ERLE",NA,1,78,36.83
"311",311,"Eragrostis lehmanniana","ERLE",NA,1,78,26.67
"312",312,"Eragrostis lehmanniana","ERLE",NA,1,78,43.18
"313",313,"Eragrostis lehmanniana","ERLE",NA,1,78,17.78
"314",314,"Eragrostis lehmanniana","ERLE",NA,1,79,44.45
"315",315,"Eragrostis lehmanniana","ERLE",NA,1,79,50.8
"316",316,"Eragrostis lehmanniana","ERLE",NA,1,79,48.26
"317",317,"Eragrostis lehmanniana","ERLE",NA,1,79,67.31
"318",318,"Eragrostis lehmanniana","ERLE",NA,1,80,43.18
"319",319,"Eragrostis lehmanniana","ERLE",NA,1,80,44.45
"320",320,"Eragrostis lehmanniana","ERLE",NA,1,80,63.5
"321",321,"Eragrostis lehmanniana","ERLE",NA,1,80,22.86
"322",322,"Eragrostis lehmanniana","ERLE",NA,1,81,35.56
"323",323,"Eragrostis lehmanniana","ERLE",NA,1,81,40.64
"324",324,"Eragrostis lehmanniana","ERLE",NA,1,81,17.78
"325",325,"Eragrostis lehmanniana","ERLE",NA,1,81,17.78
"326",326,"Eragrostis lehmanniana","ERLE",NA,1,82,7.62
"327",327,"Eragrostis lehmanniana","ERLE",NA,1,82,5.08
"328",328,"Eragrostis lehmanniana","ERLE",NA,1,82,15.24
"329",329,"Eragrostis lehmanniana","ERLE",NA,1,82,16.51
"330",330,"Eragrostis lehmanniana","ERLE",NA,1,83,8.89
"331",331,"Eragrostis lehmanniana","ERLE",NA,1,83,15.24
"332",332,"Eragrostis lehmanniana","ERLE",NA,1,83,5.08
"333",333,"Eragrostis lehmanniana","ERLE",NA,1,83,7.62
"334",334,"Eragrostis lehmanniana","ERLE",NA,1,84,50.8
"335",335,"Eragrostis lehmanniana","ERLE",NA,1,84,63.5
"336",336,"Eragrostis lehmanniana","ERLE",NA,1,84,48.26
"337",337,"Eragrostis lehmanniana","ERLE",NA,1,84,66.04
"338",338,"Eragrostis lehmanniana","ERLE",NA,1,85,45.72
"339",339,"Eragrostis lehmanniana","ERLE",NA,1,85,35.56
"340",340,"Eragrostis lehmanniana","ERLE",NA,1,85,25.4
"341",341,"Eragrostis lehmanniana","ERLE",NA,1,85,20.32
"342",342,"Eragrostis lehmanniana","ERLE",NA,1,86,10.16
"343",343,"Eragrostis lehmanniana","ERLE",NA,1,86,7.62
"344",344,"Eragrostis lehmanniana","ERLE",NA,1,86,5.08
"345",345,"Eragrostis lehmanniana","ERLE",NA,1,86,12.7
"346",346,"Aristida","ARIST",NA,1,87,30.48
"347",347,"Aristida","ARIST",NA,1,87,35.56
"348",348,"Aristida","ARIST",NA,1,87,11.43
"349",349,"Aristida","ARIST",NA,1,87,25.4
"350",350,"Eragrostis lehmanniana","ERLE",NA,1,88,26.67
"351",351,"Eragrostis lehmanniana","ERLE",NA,1,88,35.56
"352",352,"Eragrostis lehmanniana","ERLE",NA,1,88,30.48
"353",353,"Eragrostis lehmanniana","ERLE",NA,1,88,35.56
"354",354,"Eragrostis lehmanniana","ERLE",NA,1,89,38.1
"355",355,"Eragrostis lehmanniana","ERLE",NA,1,89,17.78
"356",356,"Eragrostis lehmanniana","ERLE",NA,1,89,15.24
"357",357,"Eragrostis lehmanniana","ERLE",NA,1,89,60.96
"358",358,"Eragrostis lehmanniana","ERLE",NA,1,90,10.16
"359",359,"Eragrostis lehmanniana","ERLE",NA,1,90,63.5
"360",360,"Eragrostis lehmanniana","ERLE",NA,1,90,53.34
"361",361,"Eragrostis lehmanniana","ERLE",NA,1,90,50.8
"362",362,"Eragrostis lehmanniana","ERLE",NA,1,91,45.72
"363",363,"Eragrostis lehmanniana","ERLE",NA,1,91,58.42
"364",364,"Eragrostis lehmanniana","ERLE",NA,1,91,63.5
"365",365,"Eragrostis lehmanniana","ERLE",NA,1,91,45.72
"366",366,"Eragrostis lehmanniana","ERLE",NA,1,92,53.34
"367",367,"Eragrostis lehmanniana","ERLE",NA,1,92,45.72
"368",368,"Eragrostis lehmanniana","ERLE",NA,1,92,66.04
"369",369,"Eragrostis lehmanniana","ERLE",NA,1,92,48.26
"370",370,"Eragrostis lehmanniana","ERLE",NA,1,93,10.16
"371",371,"Eragrostis lehmanniana","ERLE",NA,1,93,33.02
"372",372,"Eragrostis lehmanniana","ERLE",NA,1,93,55.88
"373",373,"Eragrostis lehmanniana","ERLE",NA,1,93,10.16
"374",374,"Eragrostis lehmanniana","ERLE",NA,1,94,5.08
"375",375,"Eragrostis lehmanniana","ERLE",NA,1,94,6.35
"376",376,"Eragrostis lehmanniana","ERLE",NA,1,94,3.81
"377",377,"Eragrostis lehmanniana","ERLE",NA,1,94,2.54
"378",378,"Eragrostis lehmanniana","ERLE",NA,1,95,13.97
"379",379,"Eragrostis lehmanniana","ERLE",NA,1,95,7.62
"380",380,"Eragrostis lehmanniana","ERLE",NA,1,95,2.54
"381",381,"Eragrostis lehmanniana","ERLE",NA,1,95,7.62
"382",382,"Eragrostis lehmanniana","ERLE",NA,1,96,10.16
"383",383,"Eragrostis lehmanniana","ERLE",NA,1,96,5.08
"384",384,"Eragrostis lehmanniana","ERLE",NA,1,96,5.08
"385",385,"Eragrostis lehmanniana","ERLE",NA,1,96,38.1
"386",386,"Eragrostis lehmanniana","ERLE",NA,1,97,7.62
"387",387,"Eragrostis lehmanniana","ERLE",NA,1,97,10.16
"388",388,"Eragrostis lehmanniana","ERLE",NA,1,97,11.43
"389",389,"Eragrostis lehmanniana","ERLE",NA,1,97,40.64
"390",390,"Eragrostis lehmanniana","ERLE",NA,1,98,6.35
"391",391,"Eragrostis lehmanniana","ERLE",NA,1,98,7.62
"392",392,"Eragrostis lehmanniana","ERLE",NA,1,98,7.62
"393",393,"Eragrostis lehmanniana","ERLE",NA,1,98,5.08
"394",394,"Eragrostis lehmanniana","ERLE",NA,1,99,10.16
"395",395,"Eragrostis lehmanniana","ERLE",NA,1,99,5.08
"396",396,"Eragrostis lehmanniana","ERLE",NA,1,99,22.86
"397",397,"Eragrostis lehmanniana","ERLE",NA,1,99,7.62
"398",398,"Eragrostis lehmanniana","ERLE",NA,1,100,10.16
"399",399,"Eragrostis lehmanniana","ERLE",NA,1,100,10.16
"400",400,"Eragrostis lehmanniana","ERLE",NA,1,100,17.78
"401",401,"Eragrostis lehmanniana","ERLE",NA,1,100,5.08
